date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division,total_vaccinations_int,total_distributed_int,daily_vaccinations_int,daily_distributed_int,daily_vaccinations_rolling,daily_distributed_rolling
2021-02-02,Nevada,usa,253174.0,417175.0,3079718.809393469,Mountain,253174.0,417175.0,4420.0,48375.0,12687.42857142857,11307.142857142857
2021-02-03,Nevada,usa,279471.0,417875.0,3079718.809393469,Mountain,279471.0,417875.0,26297.0,700.0,15014.857142857143,11335.714285714286
2021-02-04,Nevada,usa,291601.0,424800.0,3079718.809393469,Mountain,291601.0,424800.0,12130.0,6925.0,13808.42857142857,12185.714285714286
2021-02-05,Nevada,usa,304323.0,425300.0,3079718.809393469,Mountain,304323.0,425300.0,12722.0,500.0,13448.285714285714,12200.0
2021-02-06,Nevada,usa,322252.0,427800.0,3079718.809393469,Mountain,322252.0,427800.0,17929.0,2500.0,14008.57142857143,8428.57142857143
2021-02-07,Nevada,usa,334073.0,427800.0,3079718.809393469,Mountain,334073.0,427800.0,11821.0,0.0,13285.0,8428.57142857143
2021-02-08,Nevada,usa,346685.0,427800.0,3079718.809393469,Mountain,346685.0,427800.0,12612.0,0.0,13990.142857142857,8428.57142857143
2021-02-09,Nevada,usa,351531.0,510200.0,3079718.809393469,Mountain,351531.0,510200.0,4846.0,82400.0,14051.0,13289.285714285714
2021-02-10,Nevada,usa,366333.0,521200.0,3079718.809393469,Mountain,366333.0,521200.0,14802.0,11000.0,12408.857142857143,14760.714285714286
2021-02-11,Nevada,usa,379077.0,533800.0,3079718.809393469,Mountain,379077.0,533800.0,12744.0,12600.0,12496.57142857143,15571.42857142857
2021-02-12,Nevada,usa,394172.0,533800.0,3079718.809393469,Mountain,394172.0,533800.0,15095.0,0.0,12835.57142857143,15500.0
2021-02-13,Nevada,usa,411057.0,533800.0,3079718.809393469,Mountain,411057.0,533800.0,16885.0,0.0,12686.42857142857,15142.857142857143
2021-02-14,Nevada,usa,428423.0,534775.0,3079718.809393469,Mountain,428423.0,534775.0,17366.0,975.0,13478.57142857143,15282.142857142857
2021-02-15,Nevada,usa,,,3079718.809393469,Mountain,437611.5,542575.0,9188.5,7800.0,12989.5,16396.428571428572
2021-02-16,Nevada,usa,446800.0,550375.0,3079718.809393469,Mountain,446800.0,550375.0,9188.5,7800.0,13609.857142857143,5739.285714285715
2021-02-17,Nevada,usa,453012.0,593275.0,3079718.809393469,Mountain,453012.0,593275.0,6212.0,42900.0,12382.714285714286,10296.42857142857
2021-02-18,Nevada,usa,466981.0,593275.0,3079718.809393469,Mountain,466981.0,593275.0,13969.0,0.0,12557.714285714286,8496.42857142857
2021-02-19,Nevada,usa,522332.0,645250.0,3079718.809393469,Mountain,522332.0,645250.0,55351.0,51975.0,18308.571428571428,15921.42857142857
2021-02-20,Nevada,usa,555742.0,646450.0,3079718.809393469,Mountain,555742.0,646450.0,33410.0,1200.0,20669.285714285714,16092.857142857143
2021-02-21,Nevada,usa,569810.0,646450.0,3079718.809393469,Mountain,569810.0,646450.0,14068.0,0.0,20198.14285714286,15953.57142857143
2021-02-22,Nevada,usa,586518.0,646450.0,3079718.809393469,Mountain,586518.0,646450.0,16708.0,0.0,21272.35714285714,14839.285714285714
2021-02-23,Nevada,usa,598423.0,719880.0,3079718.809393469,Mountain,598423.0,719880.0,11905.0,73430.0,21660.428571428572,24215.0
2021-02-24,Nevada,usa,606821.0,742630.0,3079718.809393469,Mountain,606821.0,742630.0,8398.0,22750.0,21972.714285714286,21336.428571428572
2021-02-25,Nevada,usa,622189.0,809180.0,3079718.809393469,Mountain,622189.0,809180.0,15368.0,66550.0,22172.571428571428,30843.571428571428
2021-02-26,Nevada,usa,642562.0,858340.0,3079718.809393469,Mountain,642562.0,858340.0,20373.0,49160.0,17175.714285714286,30441.428571428572
2021-02-27,Nevada,usa,665577.0,867240.0,3079718.809393469,Mountain,665577.0,867240.0,23015.0,8900.0,15690.714285714286,31541.428571428572
2021-02-28,Nevada,usa,685692.0,867240.0,3079718.809393469,Mountain,685692.0,867240.0,20115.0,0.0,16554.571428571428,31541.428571428572
2021-03-01,Nevada,usa,715121.0,867240.0,3079718.809393469,Mountain,715121.0,867240.0,29429.0,0.0,18371.85714285714,31541.428571428572
2021-03-02,Nevada,usa,723182.0,883370.0,3079718.809393469,Mountain,723182.0,883370.0,8061.0,16130.0,17822.714285714286,23355.714285714286
2021-01-12,New Hampshire,usa,50613.0,122350.0,1359680.740086421,New England,50613.0,122350.0,,,,
2021-01-13,New Hampshire,usa,55218.0,124300.0,1359680.740086421,New England,55218.0,124300.0,4605.0,1950.0,4605.0,1950.0
2021-01-14,New Hampshire,usa,58711.0,127225.0,1359680.740086421,New England,58711.0,127225.0,3493.0,2925.0,4049.0,2437.5
2021-01-15,New Hampshire,usa,62517.0,127225.0,1359680.740086421,New England,62517.0,127225.0,3806.0,0.0,3968.0,1625.0
2021-01-16,New Hampshire,usa,,,1359680.740086421,New England,64776.75,127225.0,2259.75,0.0,3540.9375,1218.75
2021-01-17,New Hampshire,usa,,,1359680.740086421,New England,67036.5,127225.0,2259.75,0.0,3284.7,975.0
2021-01-18,New Hampshire,usa,,,1359680.740086421,New England,69296.25,127225.0,2259.75,0.0,3113.875,812.5
2021-01-19,New Hampshire,usa,71556.0,127225.0,1359680.740086421,New England,71556.0,127225.0,2259.75,0.0,2991.8571428571427,696.4285714285714
2021-01-20,New Hampshire,usa,75418.0,145400.0,1359680.740086421,New England,75418.0,145400.0,3862.0,18175.0,2885.714285714286,3014.285714285714
2021-01-21,New Hampshire,usa,80639.0,155150.0,1359680.740086421,New England,80639.0,155150.0,5221.0,9750.0,3132.5714285714284,3989.285714285714
2021-01-22,New Hampshire,usa,85595.0,162950.0,1359680.740086421,New England,85595.0,162950.0,4956.0,7800.0,3296.8571428571427,5103.571428571428
2021-01-23,New Hampshire,usa,89816.0,162950.0,1359680.740086421,New England,89816.0,162950.0,4221.0,0.0,3577.035714285714,5103.571428571428
2021-01-24,New Hampshire,usa,93338.0,162950.0,1359680.740086421,New England,93338.0,162950.0,3522.0,0.0,3757.3571428571427,5103.571428571428
2021-01-25,New Hampshire,usa,94623.0,162950.0,1359680.740086421,New England,94623.0,162950.0,1285.0,0.0,3618.1071428571427,5103.571428571428
2021-01-26,New Hampshire,usa,97002.0,180525.0,1359680.740086421,New England,97002.0,180525.0,2379.0,17575.0,3635.1428571428573,7614.285714285715
2021-01-27,New Hampshire,usa,103080.0,190875.0,1359680.740086421,New England,103080.0,190875.0,6078.0,10350.0,3951.714285714286,6496.428571428572
2021-01-28,New Hampshire,usa,110451.0,200625.0,1359680.740086421,New England,110451.0,200625.0,7371.0,9750.0,4258.857142857143,6496.428571428572
2021-01-29,New Hampshire,usa,117408.0,203550.0,1359680.740086421,New England,117408.0,203550.0,6957.0,2925.0,4544.714285714285,5800.0
2021-01-30,New Hampshire,usa,123740.0,217100.0,1359680.740086421,New England,123740.0,217100.0,6332.0,13550.0,4846.285714285715,7735.714285714285
2021-01-31,New Hampshire,usa,128313.0,217100.0,1359680.740086421,New England,128313.0,217100.0,4573.0,0.0,4996.428571428572,7735.714285714285
2021-02-01,New Hampshire,usa,130515.0,217100.0,1359680.740086421,New England,130515.0,217100.0,2202.0,0.0,5127.428571428572,7735.714285714285
2021-02-02,New Hampshire,usa,135799.0,226850.0,1359680.740086421,New England,135799.0,226850.0,5284.0,9750.0,5542.428571428572,6617.857142857143
2021-02-03,New Hampshire,usa,138271.0,235250.0,1359680.740086421,New England,138271.0,235250.0,2472.0,8400.0,5027.285714285715,6339.285714285715
2021-02-04,New Hampshire,usa,145086.0,244025.0,1359680.740086421,New England,145086.0,244025.0,6815.0,8775.0,4947.857142857143,6200.0
2021-02-05,New Hampshire,usa,153145.0,245000.0,1359680.740086421,New England,153145.0,245000.0,8059.0,975.0,5105.285714285715,5921.428571428572
2021-02-06,New Hampshire,usa,161178.0,257700.0,1359680.740086421,New England,161178.0,257700.0,8033.0,12700.0,5348.285714285715,5800.0
2021-02-07,New Hampshire,usa,165887.0,257700.0,1359680.740086421,New England,165887.0,257700.0,4709.0,0.0,5367.714285714285,5800.0
2021-02-08,New Hampshire,usa,166603.0,257700.0,1359680.740086421,New England,166603.0,257700.0,716.0,0.0,5155.428571428572,5800.0
2021-02-09,New Hampshire,usa,168727.0,267450.0,1359680.740086421,New England,168727.0,267450.0,2124.0,9750.0,4704.0,5800.0
2021-02-10,New Hampshire,usa,176192.0,277225.0,1359680.740086421,New England,176192.0,277225.0,7465.0,9775.0,5417.285714285715,5996.428571428572
2021-02-11,New Hampshire,usa,184103.0,298075.0,1359680.740086421,New England,184103.0,298075.0,7911.0,20850.0,5573.857142857143,7721.428571428572
2021-02-12,New Hampshire,usa,191114.0,298175.0,1359680.740086421,New England,191114.0,298175.0,7011.0,100.0,5424.142857142857,7596.428571428572
2021-02-13,New Hampshire,usa,200675.0,311875.0,1359680.740086421,New England,200675.0,311875.0,9561.0,13700.0,5642.428571428572,7739.285714285715
2021-02-14,New Hampshire,usa,208541.0,311875.0,1359680.740086421,New England,208541.0,311875.0,7866.0,0.0,6093.428571428572,7739.285714285715
2021-02-15,New Hampshire,usa,,,1359680.740086421,New England,212595.0,316750.0,4054.0,4875.0,6570.285714285715,8435.714285714286
2021-02-16,New Hampshire,usa,216649.0,321625.0,1359680.740086421,New England,216649.0,321625.0,4054.0,4875.0,6846.0,7739.285714285715
2021-02-17,New Hampshire,usa,218316.0,321625.0,1359680.740086421,New England,218316.0,321625.0,1667.0,0.0,6017.714285714285,6342.857142857143
2021-02-18,New Hampshire,usa,226863.0,321625.0,1359680.740086421,New England,226863.0,321625.0,8547.0,0.0,6108.571428571428,3364.285714285714
2021-02-19,New Hampshire,usa,241386.0,328525.0,1359680.740086421,New England,241386.0,328525.0,14523.0,6900.0,7181.714285714285,4335.714285714285
2021-02-20,New Hampshire,usa,250296.0,328525.0,1359680.740086421,New England,250296.0,328525.0,8910.0,0.0,7088.714285714285,2378.5714285714284
2021-02-21,New Hampshire,usa,260809.0,328525.0,1359680.740086421,New England,260809.0,328525.0,10513.0,0.0,7466.857142857143,2378.5714285714284
2021-02-22,New Hampshire,usa,267893.0,328525.0,1359680.740086421,New England,267893.0,328525.0,7084.0,0.0,7899.714285714285,1682.142857142857
2021-02-23,New Hampshire,usa,274267.0,344165.0,1359680.740086421,New England,274267.0,344165.0,6374.0,15640.0,8231.142857142857,3220.0
2021-02-24,New Hampshire,usa,282235.0,383145.0,1359680.740086421,New England,282235.0,383145.0,7968.0,38980.0,9131.285714285714,8788.57142857143
2021-02-25,New Hampshire,usa,291248.0,396375.0,1359680.740086421,New England,291248.0,396375.0,9013.0,13230.0,9197.857142857143,10678.57142857143
2021-02-26,New Hampshire,usa,299874.0,398575.0,1359680.740086421,New England,299874.0,398575.0,8626.0,2200.0,8355.42857142857,10007.142857142857
2021-02-27,New Hampshire,usa,310769.0,412275.0,1359680.740086421,New England,310769.0,412275.0,10895.0,13700.0,8639.0,11964.285714285714
2021-02-28,New Hampshire,usa,321602.0,412275.0,1359680.740086421,New England,321602.0,412275.0,10833.0,0.0,8684.714285714286,11964.285714285714
2021-03-01,New Hampshire,usa,324806.0,412275.0,1359680.740086421,New England,324806.0,412275.0,3204.0,0.0,8130.428571428572,11964.285714285714
2021-03-02,New Hampshire,usa,330538.0,437345.0,1359680.740086421,New England,330538.0,437345.0,5732.0,25070.0,8038.714285714285,13311.42857142857
2021-01-12,New Jersey,usa,221045.0,654900.0,8881678.64105197,Middle Atlantic,221045.0,654900.0,,,,
2021-01-13,New Jersey,usa,262982.0,654900.0,8881678.64105197,Middle Atlantic,262982.0,654900.0,41937.0,0.0,41937.0,0.0
2021-01-14,New Jersey,usa,263422.0,658800.0,8881678.64105197,Middle Atlantic,263422.0,658800.0,440.0,3900.0,21188.5,1950.0
2021-01-15,New Jersey,usa,317070.0,658800.0,8881678.64105197,Middle Atlantic,317070.0,658800.0,53648.0,0.0,32008.333333333332,1300.0
2021-01-16,New Jersey,usa,,,8881678.64105197,Middle Atlantic,337839.5,658800.0,20769.5,0.0,29198.625,975.0
2021-01-17,New Jersey,usa,,,8881678.64105197,Middle Atlantic,358609.0,658800.0,20769.5,0.0,27512.8,780.0
2021-01-18,New Jersey,usa,,,8881678.64105197,Middle Atlantic,379378.5,658800.0,20769.5,0.0,26388.916666666668,650.0
2021-01-19,New Jersey,usa,400148.0,658800.0,8881678.64105197,Middle Atlantic,400148.0,658800.0,20769.5,0.0,25586.14285714286,557.1428571428571
2021-01-20,New Jersey,usa,432220.0,898550.0,8881678.64105197,Middle Atlantic,432220.0,898550.0,32072.0,239750.0,24176.85714285714,34807.142857142855
2021-01-21,New Jersey,usa,432220.0,923300.0,8881678.64105197,Middle Atlantic,432220.0,923300.0,0.0,24750.0,24114.0,37785.71428571428
2021-01-22,New Jersey,usa,464363.0,951875.0,8881678.64105197,Middle Atlantic,464363.0,951875.0,32143.0,28575.0,21041.85714285714,41867.857142857145
2021-01-23,New Jersey,usa,500889.0,989900.0,8881678.64105197,Middle Atlantic,500889.0,989900.0,36526.0,38025.0,23292.785714285714,47300.0
2021-01-24,New Jersey,usa,535625.0,989900.0,8881678.64105197,Middle Atlantic,535625.0,989900.0,34736.0,0.0,25288.0,47300.0
2021-01-25,New Jersey,usa,563141.0,989900.0,8881678.64105197,Middle Atlantic,563141.0,989900.0,27516.0,0.0,26251.785714285714,47300.0
2021-01-26,New Jersey,usa,575733.0,1091400.0,8881678.64105197,Middle Atlantic,575733.0,1091400.0,12592.0,101500.0,25083.571428571428,61800.0
2021-01-27,New Jersey,usa,611862.0,1207100.0,8881678.64105197,Middle Atlantic,611862.0,1207100.0,36129.0,115700.0,25663.14285714286,44078.57142857143
2021-01-28,New Jersey,usa,648215.0,1230550.0,8881678.64105197,Middle Atlantic,648215.0,1230550.0,36353.0,23450.0,30856.428571428572,43892.857142857145
2021-01-29,New Jersey,usa,727426.0,1231525.0,8881678.64105197,Middle Atlantic,727426.0,1231525.0,79211.0,975.0,37580.42857142857,39950.0
2021-01-30,New Jersey,usa,768944.0,1232525.0,8881678.64105197,Middle Atlantic,768944.0,1232525.0,41518.0,1000.0,38293.57142857143,34660.71428571428
2021-01-31,New Jersey,usa,795440.0,1232525.0,8881678.64105197,Middle Atlantic,795440.0,1232525.0,26496.0,0.0,37116.42857142857,34660.71428571428
2021-02-01,New Jersey,usa,810293.0,1232525.0,8881678.64105197,Middle Atlantic,810293.0,1232525.0,14853.0,0.0,35307.42857142857,34660.71428571428
2021-02-02,New Jersey,usa,836584.0,1235350.0,8881678.64105197,Middle Atlantic,836584.0,1235350.0,26291.0,2825.0,37264.42857142857,20564.285714285714
2021-02-03,New Jersey,usa,851721.0,1252250.0,8881678.64105197,Middle Atlantic,851721.0,1252250.0,15137.0,16900.0,34265.57142857143,6450.0
2021-02-04,New Jersey,usa,851721.0,1433750.0,8881678.64105197,Middle Atlantic,851721.0,1433750.0,0.0,181500.0,29072.285714285714,29028.571428571428
2021-02-05,New Jersey,usa,884736.0,1435750.0,8881678.64105197,Middle Atlantic,884736.0,1435750.0,33015.0,2000.0,22472.85714285714,29175.0
2021-02-06,New Jersey,usa,1041289.0,1480825.0,8881678.64105197,Middle Atlantic,1041289.0,1480825.0,156553.0,45075.0,38906.42857142857,35471.42857142857
2021-02-07,New Jersey,usa,1074805.0,1480825.0,8881678.64105197,Middle Atlantic,1074805.0,1480825.0,33516.0,0.0,39909.28571428572,35471.42857142857
2021-02-08,New Jersey,usa,1094886.0,1480825.0,8881678.64105197,Middle Atlantic,1094886.0,1480825.0,20081.0,0.0,40656.142857142855,35471.42857142857
2021-02-09,New Jersey,usa,1096789.0,1480825.0,8881678.64105197,Middle Atlantic,1096789.0,1480825.0,1903.0,0.0,37172.142857142855,35067.857142857145
2021-02-10,New Jersey,usa,1148733.0,1688975.0,8881678.64105197,Middle Atlantic,1148733.0,1688975.0,51944.0,208150.0,42430.28571428572,62389.28571428572
2021-02-11,New Jersey,usa,1196677.0,1770250.0,8881678.64105197,Middle Atlantic,1196677.0,1770250.0,47944.0,81275.0,49279.42857142857,48071.42857142857
2021-02-12,New Jersey,usa,1252742.0,1773525.0,8881678.64105197,Middle Atlantic,1252742.0,1773525.0,56065.0,3275.0,52572.28571428572,48253.57142857143
2021-02-13,New Jersey,usa,1309703.0,1775575.0,8881678.64105197,Middle Atlantic,1309703.0,1775575.0,56961.0,2050.0,38344.857142857145,42107.142857142855
2021-02-14,New Jersey,usa,1349327.0,1776775.0,8881678.64105197,Middle Atlantic,1349327.0,1776775.0,39624.0,1200.0,39217.42857142857,42278.57142857143
2021-02-15,New Jersey,usa,,,8881678.64105197,Middle Atlantic,1388331.5,1783487.5,39004.5,6712.5,41920.78571428572,43237.5
2021-02-16,New Jersey,usa,1427336.0,1790200.0,8881678.64105197,Middle Atlantic,1427336.0,1790200.0,39004.5,6712.5,47221.0,44196.42857142857
2021-02-17,New Jersey,usa,1480413.0,1790200.0,8881678.64105197,Middle Atlantic,1480413.0,1790200.0,53077.0,0.0,47382.857142857145,14460.714285714286
2021-02-18,New Jersey,usa,1542174.0,1790200.0,8881678.64105197,Middle Atlantic,1542174.0,1790200.0,61761.0,0.0,49356.71428571428,2850.0
2021-02-19,New Jersey,usa,1604448.0,1809900.0,8881678.64105197,Middle Atlantic,1604448.0,1809900.0,62274.0,19700.0,50243.71428571428,5196.428571428572
2021-02-20,New Jersey,usa,1648599.0,1809900.0,8881678.64105197,Middle Atlantic,1648599.0,1809900.0,44151.0,0.0,48413.71428571428,4903.571428571428
2021-02-21,New Jersey,usa,1689031.0,1917150.0,8881678.64105197,Middle Atlantic,1689031.0,1917150.0,40432.0,107250.0,48529.142857142855,20053.571428571428
2021-02-22,New Jersey,usa,1711610.0,1917150.0,8881678.64105197,Middle Atlantic,1711610.0,1917150.0,22579.0,0.0,46182.642857142855,19094.64285714286
2021-02-23,New Jersey,usa,1759059.0,2114690.0,8881678.64105197,Middle Atlantic,1759059.0,2114690.0,47449.0,197540.0,47389.0,46355.71428571428
2021-02-24,New Jersey,usa,1803596.0,2297580.0,8881678.64105197,Middle Atlantic,1803596.0,2297580.0,44537.0,182890.0,46169.0,72482.85714285714
2021-02-25,New Jersey,usa,1866378.0,2476620.0,8881678.64105197,Middle Atlantic,1866378.0,2476620.0,62782.0,179040.0,46314.857142857145,98060.0
2021-02-26,New Jersey,usa,1943116.0,2479720.0,8881678.64105197,Middle Atlantic,1943116.0,2479720.0,76738.0,3100.0,48381.142857142855,95688.57142857143
2021-02-27,New Jersey,usa,2008524.0,2508320.0,8881678.64105197,Middle Atlantic,2008524.0,2508320.0,65408.0,28600.0,51417.857142857145,99774.28571428571
2021-02-28,New Jersey,usa,2065666.0,2508320.0,8881678.64105197,Middle Atlantic,2065666.0,2508320.0,57142.0,0.0,53805.0,84452.85714285714
2021-03-01,New Jersey,usa,2096498.0,2508320.0,8881678.64105197,Middle Atlantic,2096498.0,2508320.0,30832.0,0.0,54984.0,84452.85714285714
2021-03-02,New Jersey,usa,2187330.0,2618060.0,8881678.64105197,Middle Atlantic,2187330.0,2618060.0,90832.0,109740.0,61181.57142857143,71910.0
