date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division,total_vaccinations_int,total_distributed_int,daily_vaccinations_int,daily_distributed_int,daily_vaccinations_rolling,daily_distributed_rolling
2021-01-21,District of Columbia,usa,55108.0,75175.0,705775.4679699467,South Atlantic,55108.0,75175.0,3375.0,0.0,2632.714285714286,978.5714285714286
2021-01-22,District of Columbia,usa,56864.0,90225.0,705775.4679699467,South Atlantic,56864.0,90225.0,1756.0,15050.0,2418.5714285714284,3128.5714285714284
2021-01-23,District of Columbia,usa,59793.0,91025.0,705775.4679699467,South Atlantic,59793.0,91025.0,2929.0,800.0,2477.9285714285716,3242.8571428571427
2021-01-24,District of Columbia,usa,62391.0,91025.0,705775.4679699467,South Atlantic,62391.0,91025.0,2598.0,0.0,2490.0,3242.8571428571427
2021-01-25,District of Columbia,usa,64194.0,91025.0,705775.4679699467,South Atlantic,64194.0,91025.0,1803.0,0.0,2388.5,3242.8571428571427
2021-01-26,District of Columbia,usa,64748.0,97600.0,705775.4679699467,South Atlantic,64748.0,97600.0,554.0,6575.0,2108.5714285714284,4182.142857142857
2021-01-27,District of Columbia,usa,68086.0,107575.0,705775.4679699467,South Atlantic,68086.0,107575.0,3338.0,9975.0,2336.1428571428573,4628.571428571428
2021-01-28,District of Columbia,usa,70839.0,144425.0,705775.4679699467,South Atlantic,70839.0,144425.0,2753.0,36850.0,2247.285714285714,9892.857142857143
2021-01-29,District of Columbia,usa,73328.0,148325.0,705775.4679699467,South Atlantic,73328.0,148325.0,2489.0,3900.0,2352.0,8300.0
2021-01-30,District of Columbia,usa,76672.0,148525.0,705775.4679699467,South Atlantic,76672.0,148525.0,3344.0,200.0,2411.285714285714,8214.285714285714
2021-01-31,District of Columbia,usa,80526.0,148525.0,705775.4679699467,South Atlantic,80526.0,148525.0,3854.0,0.0,2590.714285714286,8214.285714285714
2021-02-01,District of Columbia,usa,82519.0,148525.0,705775.4679699467,South Atlantic,82519.0,148525.0,1993.0,0.0,2617.8571428571427,8214.285714285714
2021-02-02,District of Columbia,usa,83553.0,147125.0,705775.4679699467,South Atlantic,83553.0,147125.0,1034.0,0.0,2686.4285714285716,7275.0
2021-02-03,District of Columbia,usa,85065.0,159925.0,705775.4679699467,South Atlantic,85065.0,159925.0,1512.0,12800.0,2425.5714285714284,7678.571428571428
2021-02-04,District of Columbia,usa,94095.0,164900.0,705775.4679699467,South Atlantic,94095.0,164900.0,9030.0,4975.0,3322.285714285714,3125.0
2021-02-05,District of Columbia,usa,98862.0,166950.0,705775.4679699467,South Atlantic,98862.0,166950.0,4767.0,2050.0,3647.714285714286,2860.714285714286
2021-02-06,District of Columbia,usa,102031.0,166950.0,705775.4679699467,South Atlantic,102031.0,166950.0,3169.0,0.0,3622.714285714286,2832.1428571428573
2021-02-07,District of Columbia,usa,105819.0,166950.0,705775.4679699467,South Atlantic,105819.0,166950.0,3788.0,0.0,3613.285714285714,2832.1428571428573
2021-02-08,District of Columbia,usa,108475.0,166950.0,705775.4679699467,South Atlantic,108475.0,166950.0,2656.0,0.0,3708.0,2832.1428571428573
2021-02-09,District of Columbia,usa,108475.0,166950.0,705775.4679699467,South Atlantic,108475.0,166950.0,0.0,0.0,3560.285714285714,2832.1428571428573
2021-02-10,District of Columbia,usa,108475.0,179725.0,705775.4679699467,South Atlantic,108475.0,179725.0,0.0,12775.0,3344.285714285714,2828.5714285714284
2021-02-11,District of Columbia,usa,111720.0,193600.0,705775.4679699467,South Atlantic,111720.0,193600.0,3245.0,13875.0,2517.8571428571427,4100.0
2021-02-12,District of Columbia,usa,114110.0,193800.0,705775.4679699467,South Atlantic,114110.0,193800.0,2390.0,200.0,2178.285714285714,3835.714285714286
2021-02-13,District of Columbia,usa,116261.0,193900.0,705775.4679699467,South Atlantic,116261.0,193900.0,2151.0,100.0,2032.857142857143,3850.0
2021-02-14,District of Columbia,usa,121313.0,193900.0,705775.4679699467,South Atlantic,121313.0,193900.0,5052.0,0.0,2213.4285714285716,3850.0
2021-02-15,District of Columbia,usa,,,705775.4679699467,South Atlantic,123906.5,193900.0,2593.5,0.0,2204.5,3850.0
2021-02-16,District of Columbia,usa,126500.0,193900.0,705775.4679699467,South Atlantic,126500.0,193900.0,2593.5,0.0,2575.0,3850.0
2021-02-17,District of Columbia,usa,128460.0,193900.0,705775.4679699467,South Atlantic,128460.0,193900.0,1960.0,0.0,2855.0,2025.0
2021-02-18,District of Columbia,usa,130437.0,193900.0,705775.4679699467,South Atlantic,130437.0,193900.0,1977.0,0.0,2673.8571428571427,42.857142857142854
2021-02-19,District of Columbia,usa,157111.0,225125.0,705775.4679699467,South Atlantic,157111.0,225125.0,26674.0,31225.0,6143.0,4475.0
2021-02-20,District of Columbia,usa,159640.0,225125.0,705775.4679699467,South Atlantic,159640.0,225125.0,2529.0,0.0,6197.0,4460.714285714285
2021-02-21,District of Columbia,usa,162674.0,225125.0,705775.4679699467,South Atlantic,162674.0,225125.0,3034.0,0.0,5908.714285714285,4460.714285714285
2021-02-22,District of Columbia,usa,164207.0,225125.0,705775.4679699467,South Atlantic,164207.0,225125.0,1533.0,0.0,5757.214285714285,4460.714285714285
2021-02-23,District of Columbia,usa,166724.0,249315.0,705775.4679699467,South Atlantic,166724.0,249315.0,2517.0,24190.0,5746.285714285715,7916.428571428572
2021-02-24,District of Columbia,usa,170343.0,269005.0,705775.4679699467,South Atlantic,170343.0,269005.0,3619.0,19690.0,5983.285714285715,10729.285714285714
2021-02-25,District of Columbia,usa,173030.0,272005.0,705775.4679699467,South Atlantic,173030.0,272005.0,2687.0,3000.0,6084.714285714285,11157.857142857143
2021-02-26,District of Columbia,usa,176044.0,280955.0,705775.4679699467,South Atlantic,176044.0,280955.0,3014.0,8950.0,2704.714285714286,7975.714285714285
2021-02-27,District of Columbia,usa,184748.0,284655.0,705775.4679699467,South Atlantic,184748.0,284655.0,8704.0,3700.0,3586.8571428571427,8504.285714285714
2021-02-28,District of Columbia,usa,194746.0,284655.0,705775.4679699467,South Atlantic,194746.0,284655.0,9998.0,0.0,4581.714285714285,8504.285714285714
2021-03-01,District of Columbia,usa,198047.0,284655.0,705775.4679699467,South Atlantic,198047.0,284655.0,3301.0,0.0,4834.285714285715,8504.285714285714
2021-03-02,District of Columbia,usa,199212.0,296805.0,705775.4679699467,South Atlantic,199212.0,296805.0,1165.0,12150.0,4641.142857142857,6784.285714285715
2021-01-12,Florida,usa,633440.0,1676300.0,21479228.33357757,South Atlantic,633440.0,1676300.0,,,,
2021-01-13,Florida,usa,705398.0,1680200.0,21479228.33357757,South Atlantic,705398.0,1680200.0,71958.0,3900.0,71958.0,3900.0
2021-01-14,Florida,usa,774485.0,1970875.0,21479228.33357757,South Atlantic,774485.0,1970875.0,69087.0,290675.0,70522.5,147287.5
2021-01-15,Florida,usa,853081.0,2069175.0,21479228.33357757,South Atlantic,853081.0,2069175.0,78596.0,98300.0,73213.66666666667,130958.33333333333
2021-01-16,Florida,usa,,,21479228.33357757,South Atlantic,933482.0,2069175.0,80401.0,0.0,75010.5,98218.75
2021-01-17,Florida,usa,,,21479228.33357757,South Atlantic,1013883.0,2069175.0,80401.0,0.0,76088.6,78575.0
2021-01-18,Florida,usa,,,21479228.33357757,South Atlantic,1094284.0,2069175.0,80401.0,0.0,76807.33333333333,65479.166666666664
2021-01-19,Florida,usa,1174685.0,2069175.0,21479228.33357757,South Atlantic,1174685.0,2069175.0,80401.0,0.0,77320.71428571429,56125.0
2021-01-20,Florida,usa,1239975.0,2545050.0,21479228.33357757,South Atlantic,1239975.0,2545050.0,65290.0,475875.0,76368.14285714286,123550.0
2021-01-21,Florida,usa,1239975.0,2546050.0,21479228.33357757,South Atlantic,1239975.0,2546050.0,0.0,1000.0,66498.57142857143,82167.85714285714
2021-01-22,Florida,usa,1314377.0,2616250.0,21479228.33357757,South Atlantic,1314377.0,2616250.0,74402.0,70200.0,65899.42857142857,78153.57142857143
2021-01-23,Florida,usa,1489003.0,2908275.0,21479228.33357757,South Atlantic,1489003.0,2908275.0,174626.0,292025.0,79360.14285714286,119871.42857142857
2021-01-24,Florida,usa,1544794.0,2908275.0,21479228.33357757,South Atlantic,1544794.0,2908275.0,55791.0,0.0,75844.42857142857,119871.42857142857
2021-01-25,Florida,usa,1544794.0,2908275.0,21479228.33357757,South Atlantic,1544794.0,2908275.0,0.0,0.0,64358.57142857143,119871.42857142857
2021-01-26,Florida,usa,1575490.0,3095350.0,21479228.33357757,South Atlantic,1575490.0,3095350.0,30696.0,187075.0,57257.857142857145,146596.42857142858
2021-01-27,Florida,usa,1632491.0,3095850.0,21479228.33357757,South Atlantic,1632491.0,3095850.0,57001.0,500.0,56073.71428571428,78685.71428571429
2021-01-28,Florida,usa,1707251.0,3095850.0,21479228.33357757,South Atlantic,1707251.0,3095850.0,74760.0,0.0,66753.71428571429,78542.85714285714
2021-01-29,Florida,usa,1796246.0,3220350.0,21479228.33357757,South Atlantic,1796246.0,3220350.0,88995.0,124500.0,68838.42857142857,86300.0
2021-01-30,Florida,usa,1890198.0,3396350.0,21479228.33357757,South Atlantic,1890198.0,3396350.0,93952.0,176000.0,57313.57142857143,69725.0
2021-01-31,Florida,usa,1959626.0,3396350.0,21479228.33357757,South Atlantic,1959626.0,3396350.0,69428.0,0.0,59261.71428571428,69725.0
2021-02-01,Florida,usa,2005378.0,3396350.0,21479228.33357757,South Atlantic,2005378.0,3396350.0,45752.0,0.0,65797.71428571429,69725.0
2021-02-02,Florida,usa,2048143.0,3657775.0,21479228.33357757,South Atlantic,2048143.0,3657775.0,42765.0,261425.0,67521.85714285714,80346.42857142857
2021-02-03,Florida,usa,2133168.0,3658975.0,21479228.33357757,South Atlantic,2133168.0,3658975.0,85025.0,1200.0,71525.28571428571,80446.42857142857
2021-02-04,Florida,usa,2223754.0,3658975.0,21479228.33357757,South Atlantic,2223754.0,3658975.0,90586.0,0.0,73786.14285714286,80446.42857142857
2021-02-05,Florida,usa,2260744.0,3791925.0,21479228.33357757,South Atlantic,2260744.0,3791925.0,36990.0,132950.0,66356.85714285714,81653.57142857143
2021-02-06,Florida,usa,2385839.0,3791925.0,21479228.33357757,South Atlantic,2385839.0,3791925.0,125095.0,0.0,70805.85714285714,56510.71428571428
2021-02-07,Florida,usa,2607527.0,3791925.0,21479228.33357757,South Atlantic,2607527.0,3791925.0,221688.0,0.0,92557.28571428571,56510.71428571428
2021-02-08,Florida,usa,2607527.0,3791925.0,21479228.33357757,South Atlantic,2607527.0,3791925.0,0.0,0.0,86021.28571428571,56510.71428571428
2021-02-09,Florida,usa,2731300.0,4217275.0,21479228.33357757,South Atlantic,2731300.0,4217275.0,123773.0,425350.0,97593.85714285714,79928.57142857143
2021-02-10,Florida,usa,2835535.0,4258875.0,21479228.33357757,South Atlantic,2835535.0,4258875.0,104235.0,41600.0,100338.14285714286,85700.0
2021-02-11,Florida,usa,2957730.0,4318675.0,21479228.33357757,South Atlantic,2957730.0,4318675.0,122195.0,59800.0,104853.71428571429,94242.85714285714
2021-02-12,Florida,usa,3216044.0,4332100.0,21479228.33357757,South Atlantic,3216044.0,4332100.0,258314.0,13425.0,136471.42857142858,77167.85714285714
2021-02-13,Florida,usa,3351430.0,4441375.0,21479228.33357757,South Atlantic,3351430.0,4441375.0,135386.0,109275.0,137941.57142857142,92778.57142857143
2021-02-14,Florida,usa,3467856.0,4514300.0,21479228.33357757,South Atlantic,3467856.0,4514300.0,116426.0,72925.0,122904.14285714286,103196.42857142857
2021-02-15,Florida,usa,,,21479228.33357757,South Atlantic,3533426.0,4555937.5,65570.0,41637.5,132271.2857142857,109144.64285714286
2021-02-16,Florida,usa,3598996.0,4597575.0,21479228.33357757,South Atlantic,3598996.0,4597575.0,65570.0,41637.5,123956.57142857143,54328.57142857143
2021-02-17,Florida,usa,3702569.0,4699950.0,21479228.33357757,South Atlantic,3702569.0,4699950.0,103573.0,102375.0,123862.0,63010.71428571428
2021-02-18,Florida,usa,3819224.0,4700950.0,21479228.33357757,South Atlantic,3819224.0,4700950.0,116655.0,1000.0,123070.57142857143,54610.71428571428
2021-02-19,Florida,usa,4198451.0,4971575.0,21479228.33357757,South Atlantic,4198451.0,4971575.0,379227.0,270625.0,140343.85714285713,91353.57142857143
2021-02-20,Florida,usa,4205898.0,5120975.0,21479228.33357757,South Atlantic,4205898.0,5120975.0,7447.0,149400.0,122066.85714285714,97085.71428571429
2021-02-21,Florida,usa,4387051.0,5120975.0,21479228.33357757,South Atlantic,4387051.0,5120975.0,181153.0,0.0,131313.57142857142,86667.85714285714
2021-02-22,Florida,usa,4390626.0,5120975.0,21479228.33357757,South Atlantic,4390626.0,5120975.0,3575.0,0.0,122457.14285714286,80719.64285714286
2021-02-23,Florida,usa,4406005.0,5483265.0,21479228.33357757,South Atlantic,4406005.0,5483265.0,15379.0,362290.0,115287.0,126527.14285714286
2021-02-24,Florida,usa,4502702.0,5997365.0,21479228.33357757,South Atlantic,4502702.0,5997365.0,96697.0,514100.0,114304.71428571429,185345.0
2021-02-25,Florida,usa,4605201.0,6013185.0,21479228.33357757,South Atlantic,4605201.0,6013185.0,102499.0,15820.0,112282.42857142857,187462.14285714287
2021-02-26,Florida,usa,4704530.0,6083555.0,21479228.33357757,South Atlantic,4704530.0,6083555.0,99329.0,70370.0,72297.0,158854.2857142857
2021-02-27,Florida,usa,4822353.0,6313255.0,21479228.33357757,South Atlantic,4822353.0,6313255.0,117823.0,229700.0,88065.0,170325.7142857143
2021-02-28,Florida,usa,5044420.0,6313355.0,21479228.33357757,South Atlantic,5044420.0,6313355.0,222067.0,100.0,93909.85714285714,170340.0
2021-03-01,Florida,usa,5047960.0,6313355.0,21479228.33357757,South Atlantic,5047960.0,6313355.0,3540.0,0.0,93904.85714285714,170340.0
2021-03-02,Florida,usa,5077891.0,6744275.0,21479228.33357757,South Atlantic,5077891.0,6744275.0,29931.0,430920.0,95983.71428571429,180144.2857142857
2021-01-12,Georgia,usa,170571.0,960975.0,10616851.269006554,South Atlantic,170571.0,960975.0,,,,
2021-01-13,Georgia,usa,198756.0,1003975.0,10616851.269006554,South Atlantic,198756.0,1003975.0,28185.0,43000.0,28185.0,43000.0
2021-01-14,Georgia,usa,231305.0,1010900.0,10616851.269006554,South Atlantic,231305.0,1010900.0,32549.0,6925.0,30367.0,24962.5
2021-01-15,Georgia,usa,231305.0,1011200.0,10616851.269006554,South Atlantic,231305.0,1011200.0,0.0,300.0,20244.666666666668,16741.666666666668
2021-01-16,Georgia,usa,,,10616851.269006554,South Atlantic,251562.75,1011200.0,20257.75,0.0,20247.9375,12556.25
2021-01-17,Georgia,usa,,,10616851.269006554,South Atlantic,271820.5,1011200.0,20257.75,0.0,20249.9,10045.0
2021-01-18,Georgia,usa,,,10616851.269006554,South Atlantic,292078.25,1011200.0,20257.75,0.0,20251.208333333332,8370.833333333334
2021-01-19,Georgia,usa,312336.0,1011200.0,10616851.269006554,South Atlantic,312336.0,1011200.0,20257.75,0.0,20252.14285714286,7175.0
2021-01-20,Georgia,usa,397048.0,1077375.0,10616851.269006554,South Atlantic,397048.0,1077375.0,84712.0,66175.0,28327.428571428572,10485.714285714286
2021-01-21,Georgia,usa,453862.0,1162275.0,10616851.269006554,South Atlantic,453862.0,1162275.0,56814.0,84900.0,31793.85714285714,21625.0
2021-01-22,Georgia,usa,603486.0,1235375.0,10616851.269006554,South Atlantic,603486.0,1235375.0,149624.0,73100.0,53168.71428571428,32025.0
2021-01-23,Georgia,usa,604067.0,1235775.0,10616851.269006554,South Atlantic,604067.0,1235775.0,581.0,400.0,50357.75,32082.14285714286
2021-01-24,Georgia,usa,604067.0,1235775.0,10616851.269006554,South Atlantic,604067.0,1235775.0,0.0,0.0,47463.78571428572,32082.14285714286
2021-01-25,Georgia,usa,604067.0,1235775.0,10616851.269006554,South Atlantic,604067.0,1235775.0,0.0,0.0,44569.82142857143,32082.14285714286
2021-01-26,Georgia,usa,668589.0,1309850.0,10616851.269006554,South Atlantic,668589.0,1309850.0,64522.0,74075.0,50893.28571428572,42664.28571428572
2021-01-27,Georgia,usa,712866.0,1412450.0,10616851.269006554,South Atlantic,712866.0,1412450.0,44277.0,102600.0,45116.857142857145,47867.857142857145
2021-01-28,Georgia,usa,764211.0,1441025.0,10616851.269006554,South Atlantic,764211.0,1441025.0,51345.0,28575.0,44335.57142857143,39821.42857142857
2021-01-29,Georgia,usa,810291.0,1448825.0,10616851.269006554,South Atlantic,810291.0,1448825.0,46080.0,7800.0,29543.571428571428,30492.85714285714
2021-01-30,Georgia,usa,856746.0,1449800.0,10616851.269006554,South Atlantic,856746.0,1449800.0,46455.0,975.0,36097.0,30575.0
2021-01-31,Georgia,usa,906186.0,1449800.0,10616851.269006554,South Atlantic,906186.0,1449800.0,49440.0,0.0,43159.857142857145,30575.0
2021-02-01,Georgia,usa,930517.0,1449800.0,10616851.269006554,South Atlantic,930517.0,1449800.0,24331.0,0.0,46635.71428571428,30575.0
2021-02-02,Georgia,usa,940066.0,1557175.0,10616851.269006554,South Atlantic,940066.0,1557175.0,9549.0,107375.0,38782.42857142857,35332.142857142855
2021-02-03,Georgia,usa,975038.0,1638700.0,10616851.269006554,South Atlantic,975038.0,1638700.0,34972.0,81525.0,37453.142857142855,32321.428571428572
2021-02-04,Georgia,usa,1008040.0,1686125.0,10616851.269006554,South Atlantic,1008040.0,1686125.0,33002.0,47425.0,34832.71428571428,35014.28571428572
2021-02-05,Georgia,usa,1051622.0,1688075.0,10616851.269006554,South Atlantic,1051622.0,1688075.0,43582.0,1950.0,34475.857142857145,34178.57142857143
2021-02-06,Georgia,usa,1098863.0,1688075.0,10616851.269006554,South Atlantic,1098863.0,1688075.0,47241.0,0.0,34588.142857142855,34039.28571428572
2021-02-07,Georgia,usa,1146024.0,1688075.0,10616851.269006554,South Atlantic,1146024.0,1688075.0,47161.0,0.0,34262.57142857143,34039.28571428572
2021-02-08,Georgia,usa,1167738.0,1688075.0,10616851.269006554,South Atlantic,1167738.0,1688075.0,21714.0,0.0,33888.71428571428,34039.28571428572
2021-02-09,Georgia,usa,1179950.0,1840775.0,10616851.269006554,South Atlantic,1179950.0,1840775.0,12212.0,152700.0,34269.142857142855,40514.28571428572
2021-02-10,Georgia,usa,1223850.0,1914800.0,10616851.269006554,South Atlantic,1223850.0,1914800.0,43900.0,74025.0,35544.57142857143,39442.857142857145
2021-02-11,Georgia,usa,1273015.0,2017525.0,10616851.269006554,South Atlantic,1273015.0,2017525.0,49165.0,102725.0,37853.57142857143,47342.857142857145
2021-02-12,Georgia,usa,1273015.0,2017525.0,10616851.269006554,South Atlantic,1273015.0,2017525.0,0.0,0.0,31627.571428571428,47064.28571428572
2021-02-13,Georgia,usa,1328795.0,2020275.0,10616851.269006554,South Atlantic,1328795.0,2020275.0,55780.0,2750.0,32847.42857142857,47457.142857142855
2021-02-14,Georgia,usa,1437718.0,2020275.0,10616851.269006554,South Atlantic,1437718.0,2020275.0,108923.0,0.0,41670.57142857143,47457.142857142855
2021-02-15,Georgia,usa,,,10616851.269006554,South Atlantic,1455579.0,2075187.5,17861.0,54912.5,41120.142857142855,55301.78571428572
2021-02-16,Georgia,usa,1473440.0,2130100.0,10616851.269006554,South Atlantic,1473440.0,2130100.0,17861.0,54912.5,41927.142857142855,41332.142857142855
2021-02-17,Georgia,usa,1473440.0,2131775.0,10616851.269006554,South Atlantic,1473440.0,2131775.0,0.0,1675.0,35655.71428571428,30996.428571428572
2021-02-18,Georgia,usa,1569216.0,2145525.0,10616851.269006554,South Atlantic,1569216.0,2145525.0,95776.0,13750.0,42314.42857142857,18285.714285714286
2021-02-19,Georgia,usa,1720789.0,2286360.0,10616851.269006554,South Atlantic,1720789.0,2286360.0,151573.0,140835.0,63967.71428571428,38405.0
2021-02-20,Georgia,usa,1786755.0,2292085.0,10616851.269006554,South Atlantic,1786755.0,2292085.0,65966.0,5725.0,65422.857142857145,38830.0
2021-02-21,Georgia,usa,1850856.0,2292085.0,10616851.269006554,South Atlantic,1850856.0,2292085.0,64101.0,0.0,59019.71428571428,38830.0
2021-02-22,Georgia,usa,1873683.0,2292085.0,10616851.269006554,South Atlantic,1873683.0,2292085.0,22827.0,0.0,59729.142857142855,30985.35714285714
2021-02-23,Georgia,usa,1880429.0,2369305.0,10616851.269006554,South Atlantic,1880429.0,2369305.0,6746.0,77220.0,58141.28571428572,34172.142857142855
2021-02-24,Georgia,usa,1919262.0,2535925.0,10616851.269006554,South Atlantic,1919262.0,2535925.0,38833.0,166620.0,63688.857142857145,57735.71428571428
2021-02-25,Georgia,usa,1961849.0,2645625.0,10616851.269006554,South Atlantic,1961849.0,2645625.0,42587.0,109700.0,56090.42857142857,71442.85714285714
2021-02-26,Georgia,usa,2013769.0,2840015.0,10616851.269006554,South Atlantic,2013769.0,2840015.0,51920.0,194390.0,41854.28571428572,79093.57142857143
2021-02-27,Georgia,usa,2070076.0,2881145.0,10616851.269006554,South Atlantic,2070076.0,2881145.0,56307.0,41130.0,40474.42857142857,84151.42857142857
2021-02-28,Georgia,usa,2072451.0,2881145.0,10616851.269006554,South Atlantic,2072451.0,2881145.0,2375.0,0.0,31656.428571428572,84151.42857142857
2021-03-01,Georgia,usa,2072628.0,2881145.0,10616851.269006554,South Atlantic,2072628.0,2881145.0,177.0,0.0,28420.714285714286,84151.42857142857
2021-03-02,Georgia,usa,2085047.0,3067745.0,10616851.269006554,South Atlantic,2085047.0,3067745.0,12419.0,186600.0,29231.14285714286,99777.14285714286
2021-01-12,Hawaii,usa,33483.0,141750.0,1415888.0793477225,Pacific,33483.0,141750.0,,,,
2021-01-13,Hawaii,usa,36605.0,154150.0,1415888.0793477225,Pacific,36605.0,154150.0,3122.0,12400.0,3122.0,12400.0
2021-01-14,Hawaii,usa,47985.0,154150.0,1415888.0793477225,Pacific,47985.0,154150.0,11380.0,0.0,7251.0,6200.0
2021-01-15,Hawaii,usa,46958.0,154150.0,1415888.0793477225,Pacific,46958.0,154150.0,0.0,0.0,4834.0,4133.333333333333
2021-01-16,Hawaii,usa,,,1415888.0793477225,Pacific,51207.0,154150.0,4249.0,0.0,4687.75,3100.0
2021-01-17,Hawaii,usa,,,1415888.0793477225,Pacific,55456.0,154150.0,4249.0,0.0,4600.0,2480.0
2021-01-18,Hawaii,usa,,,1415888.0793477225,Pacific,59705.0,154150.0,4249.0,0.0,4541.5,2066.6666666666665
2021-01-19,Hawaii,usa,63954.0,154150.0,1415888.0793477225,Pacific,63954.0,154150.0,4249.0,0.0,4499.714285714285,1771.4285714285713
2021-01-20,Hawaii,usa,71944.0,154150.0,1415888.0793477225,Pacific,71944.0,154150.0,7990.0,0.0,5195.142857142857,0.0
2021-01-21,Hawaii,usa,79414.0,189675.0,1415888.0793477225,Pacific,79414.0,189675.0,7470.0,35525.0,4636.571428571428,5075.0
2021-01-22,Hawaii,usa,84793.0,191375.0,1415888.0793477225,Pacific,84793.0,191375.0,5379.0,1700.0,5405.0,5317.857142857143
2021-01-23,Hawaii,usa,84792.0,191575.0,1415888.0793477225,Pacific,84792.0,191575.0,0.0,200.0,4798.0,5346.428571428572
2021-01-24,Hawaii,usa,84792.0,191575.0,1415888.0793477225,Pacific,84792.0,191575.0,0.0,0.0,4191.0,5346.428571428572
2021-01-25,Hawaii,usa,92092.0,191575.0,1415888.0793477225,Pacific,92092.0,191575.0,7300.0,0.0,4626.857142857143,5346.428571428572
2021-01-26,Hawaii,usa,93760.0,210425.0,1415888.0793477225,Pacific,93760.0,210425.0,1668.0,18850.0,4258.142857142857,8039.285714285715
2021-01-27,Hawaii,usa,97692.0,217425.0,1415888.0793477225,Pacific,97692.0,217425.0,3932.0,7000.0,3678.4285714285716,9039.285714285714
2021-01-28,Hawaii,usa,103944.0,226700.0,1415888.0793477225,Pacific,103944.0,226700.0,6252.0,9275.0,3504.4285714285716,5289.285714285715
2021-01-29,Hawaii,usa,111165.0,226800.0,1415888.0793477225,Pacific,111165.0,226800.0,7221.0,100.0,3767.5714285714284,5060.714285714285
2021-01-30,Hawaii,usa,120502.0,227400.0,1415888.0793477225,Pacific,120502.0,227400.0,9337.0,600.0,5101.428571428572,5117.857142857143
2021-01-31,Hawaii,usa,129267.0,227400.0,1415888.0793477225,Pacific,129267.0,227400.0,8765.0,0.0,6353.571428571428,5117.857142857143
2021-02-01,Hawaii,usa,135836.0,227400.0,1415888.0793477225,Pacific,135836.0,227400.0,6569.0,0.0,6249.142857142857,5117.857142857143
2021-02-02,Hawaii,usa,137914.0,246550.0,1415888.0793477225,Pacific,137914.0,246550.0,2078.0,19150.0,6307.714285714285,5160.714285714285
2021-02-03,Hawaii,usa,143686.0,253150.0,1415888.0793477225,Pacific,143686.0,253150.0,5772.0,6600.0,6570.571428571428,5103.571428571428
2021-02-04,Hawaii,usa,151107.0,262900.0,1415888.0793477225,Pacific,151107.0,262900.0,7421.0,9750.0,6737.571428571428,5171.428571428572
2021-02-05,Hawaii,usa,169713.0,262900.0,1415888.0793477225,Pacific,169713.0,262900.0,18606.0,0.0,8364.0,5157.142857142857
2021-02-06,Hawaii,usa,179059.0,263000.0,1415888.0793477225,Pacific,179059.0,263000.0,9346.0,100.0,8365.285714285714,5085.714285714285
2021-02-07,Hawaii,usa,187048.0,263000.0,1415888.0793477225,Pacific,187048.0,263000.0,7989.0,0.0,8254.42857142857,5085.714285714285
2021-02-08,Hawaii,usa,194035.0,263000.0,1415888.0793477225,Pacific,194035.0,263000.0,6987.0,0.0,8314.142857142857,5085.714285714285
2021-02-09,Hawaii,usa,194035.0,285950.0,1415888.0793477225,Pacific,194035.0,285950.0,0.0,22950.0,8017.285714285715,5628.571428571428
2021-02-10,Hawaii,usa,194035.0,296250.0,1415888.0793477225,Pacific,194035.0,296250.0,0.0,10300.0,7192.714285714285,6157.142857142857
2021-02-11,Hawaii,usa,200618.0,308300.0,1415888.0793477225,Pacific,200618.0,308300.0,6583.0,12050.0,7073.0,6485.714285714285
2021-02-12,Hawaii,usa,208807.0,310200.0,1415888.0793477225,Pacific,208807.0,310200.0,8189.0,1900.0,5584.857142857143,6757.142857142857
2021-02-13,Hawaii,usa,217780.0,310400.0,1415888.0793477225,Pacific,217780.0,310400.0,8973.0,200.0,5531.571428571428,6771.428571428572
2021-02-14,Hawaii,usa,225188.0,310600.0,1415888.0793477225,Pacific,225188.0,310600.0,7408.0,200.0,5448.571428571428,6800.0
2021-02-15,Hawaii,usa,,,1415888.0793477225,Pacific,231180.0,310900.0,5992.0,300.0,5306.428571428572,6842.857142857143
2021-02-16,Hawaii,usa,237172.0,311200.0,1415888.0793477225,Pacific,237172.0,311200.0,5992.0,300.0,6162.428571428572,3607.1428571428573
2021-02-17,Hawaii,usa,240715.0,320950.0,1415888.0793477225,Pacific,240715.0,320950.0,3543.0,9750.0,6668.571428571428,3528.5714285714284
2021-02-18,Hawaii,usa,247392.0,320950.0,1415888.0793477225,Pacific,247392.0,320950.0,6677.0,0.0,6682.0,1807.142857142857
2021-02-19,Hawaii,usa,301369.0,397750.0,1415888.0793477225,Pacific,301369.0,397750.0,53977.0,76800.0,13223.142857142857,12507.142857142857
2021-02-20,Hawaii,usa,312730.0,397750.0,1415888.0793477225,Pacific,312730.0,397750.0,11361.0,0.0,13564.285714285714,12478.57142857143
2021-02-21,Hawaii,usa,322966.0,397750.0,1415888.0793477225,Pacific,322966.0,397750.0,10236.0,0.0,13968.285714285714,12450.0
2021-02-22,Hawaii,usa,331321.0,397750.0,1415888.0793477225,Pacific,331321.0,397750.0,8355.0,0.0,14305.857142857143,12407.142857142857
2021-02-23,Hawaii,usa,333599.0,449460.0,1415888.0793477225,Pacific,333599.0,449460.0,2278.0,51710.0,13775.285714285714,19751.428571428572
